fecha,reservas
25/01/2007,33375
24/01/2007,33253
23/01/2007,33169
22/01/2007,33064
19/01/2007,33007
18/01/2007,32901
17/01/2007,32867
16/01/2007,32790
15/01/2007,32720
12/01/2007,32697
11/01/2007,32565
10/01/2007,32478
09/01/2007,32408
08/01/2007,32350
05/01/2007,32299
04/01/2007,32256
03/01/2007,32208
02/01/2007,32124
29/12/2006,32037
28/12/2006,31863
27/12/2006,31714
26/12/2006,31580
22/12/2006,31511
21/12/2006,31424
20/12/2006,31331
19/12/2006,31196
18/12/2006,31156
15/12/2006,31065
14/12/2006,31094
13/12/2006,31039
12/12/2006,31031
11/12/2006,30959
07/12/2006,30918
06/12/2006,30624
05/12/2006,30555
04/12/2006,30421
01/12/2006,30391
30/11/2006,30328
29/11/2006,30247
28/11/2006,30252
27/11/2006,30185
24/11/2006,30141
23/11/2006,30079
22/11/2006,30083
21/11/2006,30004
20/11/2006,29946
17/11/2006,29852
16/11/2006,29813
15/11/2006,29806
14/11/2006,29748
13/11/2006,29685
10/11/2006,29626
09/11/2006,29594
08/11/2006,29505
07/11/2006,29396
03/11/2006,29237
02/11/2006,29226
01/11/2006,29097
31/10/2006,29082
30/10/2006,28994
27/10/2006,28761
26/10/2006,28720
25/10/2006,28636
24/10/2006,28665
23/10/2006,28503
20/10/2006,28434
19/10/2006,28409
18/10/2006,28213
17/10/2006,28241
13/10/2006,28226
12/10/2006,28323
11/10/2006,28233
10/10/2006,28231
09/10/2006,28191
06/10/2006,28204
05/10/2006,28169
04/10/2006,28136
03/10/2006,28099
02/10/2006,28084
29/09/2006,28048
28/09/2006,28146
27/09/2006,28132
26/09/2006,28026
25/09/2006,27984
22/09/2006,27933
21/09/2006,27905
20/09/2006,27922
19/09/2006,27860
18/09/2006,27835
15/09/2006,27774
14/09/2006,27723
13/09/2006,27607
12/09/2006,27593
11/09/2006,27553
08/09/2006,27539
07/09/2006,27472
06/09/2006,27493
05/09/2006,27459
04/09/2006,27414
01/09/2006,27410
31/08/2006,27397
30/08/2006,27367
29/08/2006,27245
28/08/2006,27222
25/08/2006,27347
24/08/2006,27300
23/08/2006,27259
22/08/2006,27188
18/08/2006,26976
17/08/2006,27052
16/08/2006,27028
15/08/2006,26838
14/08/2006,26983
11/08/2006,27010
10/08/2006,26910
09/08/2006,27075
08/08/2006,26970
07/08/2006,26943
04/08/2006,26861
03/08/2006,27020
02/08/2006,26129
01/08/2006,26248
31/07/2006,26223
28/07/2006,26214
27/07/2006,26233
26/07/2006,26238
25/07/2006,26203
24/07/2006,26160
21/07/2006,26203
20/07/2006,26179
19/07/2006,26124
18/07/2006,26088
17/07/2006,26056
14/07/2006,26077
13/07/2006,26076
12/07/2006,26075
11/07/2006,26112
10/07/2006,26003
07/07/2006,25999
06/07/2006,25894
05/07/2006,25799
04/07/2006,25687
03/07/2006,25681
30/06/2006,25490
29/06/2006,25184
28/06/2006,25281
27/06/2006,25326
26/06/2006,25309
23/06/2006,25238
22/06/2006,25174
21/06/2006,25144
20/06/2006,25044
16/06/2006,24988
15/06/2006,24898
14/06/2006,24772
13/06/2006,24763
12/06/2006,24803
09/06/2006,24574
08/06/2006,24508
07/06/2006,24552
06/06/2006,24277
05/06/2006,24320
02/06/2006,24258
01/06/2006,24110
31/05/2006,24162
30/05/2006,24194
29/05/2006,24165
26/05/2006,24163
24/05/2006,24089
23/05/2006,24183
22/05/2006,24015
19/05/2006,23987
18/05/2006,23994
17/05/2006,23937
16/05/2006,23937
15/05/2006,23854
12/05/2006,23904
11/05/2006,23677
10/05/2006,23553
09/05/2006,23472
08/05/2006,23328
05/05/2006,23159
04/05/2006,22667
03/05/2006,22565
02/05/2006,22515
28/04/2006,22400
27/04/2006,22333
26/04/2006,22307
25/04/2006,22200
24/04/2006,22074
21/04/2006,22007
20/04/2006,21894
19/04/2006,21889
18/04/2006,21792
17/04/2006,21622
12/04/2006,21651
11/04/2006,21835
10/04/2006,21769
07/04/2006,21708
06/04/2006,21728
05/04/2006,21665
04/04/2006,21602
03/04/2006,21562
31/03/2006,21549
30/03/2006,21533
29/03/2006,21523
28/03/2006,21423
27/03/2006,21233
23/03/2006,20956
22/03/2006,20947
21/03/2006,20917
20/03/2006,20882
17/03/2006,20817
16/03/2006,20715
15/03/2006,20730
14/03/2006,20712
13/03/2006,20717
10/03/2006,20711
09/03/2006,20756
08/03/2006,20701
07/03/2006,20709
06/03/2006,20627
03/03/2006,20586
02/03/2006,20643
01/03/2006,20570
28/02/2006,20532
27/02/2006,20495
24/02/2006,20505
23/02/2006,20283
22/02/2006,20238
21/02/2006,20134
20/02/2006,20068
17/02/2006,20059
16/02/2006,19706
15/02/2006,19608
14/02/2006,20049
13/02/2006,19959
10/02/2006,19917
09/02/2006,19910
08/02/2006,19884
07/02/2006,19879
06/02/2006,19838
03/02/2006,19886
02/02/2006,19994
01/02/2006,19968
31/01/2006,19689
30/01/2006,19610
27/01/2006,19548
26/01/2006,19494
25/01/2006,19428
24/01/2006,19418
23/01/2006,19085
20/01/2006,18992
19/01/2006,18977
18/01/2006,18893
17/01/2006,18847
16/01/2006,18876
13/01/2006,18860
12/01/2006,18824
11/01/2006,18812
10/01/2006,18788
09/01/2006,18753
06/01/2006,18735
05/01/2006,18625
04/01/2006,18578
03/01/2006,18580
02/01/2006,28078
30/12/2005,28077
29/12/2005,28120
28/12/2005,28104
27/12/2005,28089
26/12/2005,27952
23/12/2005,27947
22/12/2005,27759
21/12/2005,27640
20/12/2005,27352
19/12/2005,27523
16/12/2005,27438
15/12/2005,26896
14/12/2005,26830
13/12/2005,26704
12/12/2005,26709
09/12/2005,26700
07/12/2005,26705
06/12/2005,26673
05/12/2005,26652
02/12/2005,26577
01/12/2005,26584
30/11/2005,26525
29/11/2005,26531
28/11/2005,26494
25/11/2005,26549
24/11/2005,26549
23/11/2005,26546
22/11/2005,26543
21/11/2005,26638
18/11/2005,26566
17/11/2005,26570
16/11/2005,26579
15/11/2005,26473
14/11/2005,26493
11/11/2005,26491
10/11/2005,26508
09/11/2005,26472
08/11/2005,26429
07/11/2005,26320
04/11/2005,26322
03/11/2005,26525
02/11/2005,26536
01/11/2005,26511
31/10/2005,26548
28/10/2005,26143
27/10/2005,26133
26/10/2005,26119
25/10/2005,26077
24/10/2005,26003
21/10/2005,26041
20/10/2005,26003
19/10/2005,25979
18/10/2005,26002
17/10/2005,25924
14/10/2005,26168
13/10/2005,26106
12/10/2005,26094
11/10/2005,26088
07/10/2005,26105
06/10/2005,26043
05/10/2005,25927
04/10/2005,25878
03/10/2005,25821
30/09/2005,25614
29/09/2005,25506
28/09/2005,25563
27/09/2005,25558
26/09/2005,25514
23/09/2005,25507
22/09/2005,25491
21/09/2005,25456
20/09/2005,25434
19/09/2005,25694
16/09/2005,25690
15/09/2005,25623
14/09/2005,25707
13/09/2005,25664
12/09/2005,25634
09/09/2005,25643
08/09/2005,25765
07/09/2005,25715
06/09/2005,25554
05/09/2005,25515
02/09/2005,25509
01/09/2005,25370
31/08/2005,25252
30/08/2005,25174
29/08/2005,25173
26/08/2005,25161
25/08/2005,25150
24/08/2005,25086
23/08/2005,25104
22/08/2005,25090
19/08/2005,25171
18/08/2005,25191
17/08/2005,25151
16/08/2005,25130
12/08/2005,25086
11/08/2005,25219
10/08/2005,25100
09/08/2005,24947
08/08/2005,24837
05/08/2005,24624
04/08/2005,24820
03/08/2005,25450
02/08/2005,25238
01/08/2005,25151
29/07/2005,25105
28/07/2005,24841
27/07/2005,24785
26/07/2005,24757
25/07/2005,24685
22/07/2005,24668
21/07/2005,24614
20/07/2005,24136
19/07/2005,24017
18/07/2005,23958
15/07/2005,23943
14/07/2005,23974
13/07/2005,23743
12/07/2005,23776
11/07/2005,23485
08/07/2005,23466
07/07/2005,23300
06/07/2005,23206
05/07/2005,23130
04/07/2005,23128
01/07/2005,23127
30/06/2005,23052
29/06/2005,23003
28/06/2005,23155
27/06/2005,23133
24/06/2005,22998
23/06/2005,22900
22/06/2005,22718
21/06/2005,22580
17/06/2005,22508
16/06/2005,22701
15/06/2005,22593
14/06/2005,22475
13/06/2005,22415
10/06/2005,22346
09/06/2005,22300
08/06/2005,22444
07/06/2005,22299
06/06/2005,22192
03/06/2005,22172
02/06/2005,21986
01/06/2005,22257
31/05/2005,22103
30/05/2005,22058
27/05/2005,22058
26/05/2005,21971
24/05/2005,21988
23/05/2005,21865
20/05/2005,21760
19/05/2005,21889
18/05/2005,21826
17/05/2005,21715
16/05/2005,21660
13/05/2005,21657
12/05/2005,21580
11/05/2005,21508
10/05/2005,21331
09/05/2005,21243
06/05/2005,21145
05/05/2005,21051
04/05/2005,21109
03/05/2005,21034
02/05/2005,20971
29/04/2005,20904
28/04/2005,20855
27/04/2005,20793
26/04/2005,20789
25/04/2005,20788
22/04/2005,20785
21/04/2005,20823
20/04/2005,20804
19/04/2005,20710
18/04/2005,20639
15/04/2005,20550
14/04/2005,20602
13/04/2005,20594
12/04/2005,20558
11/04/2005,20530
08/04/2005,20457
07/04/2005,20469
06/04/2005,20453
05/04/2005,20385
04/04/2005,20407
01/04/2005,20388
31/03/2005,20339
30/03/2005,20223
29/03/2005,20173
28/03/2005,20236
23/03/2005,20350
22/03/2005,20384
21/03/2005,20729
18/03/2005,20788
17/03/2005,21030
16/03/2005,21035
15/03/2005,21075
14/03/2005,21097
11/03/2005,21044
10/03/2005,20911
09/03/2005,20879
08/03/2005,21106
07/03/2005,21035
04/03/2005,20996
03/03/2005,20901
02/03/2005,20803
01/03/2005,20795
28/02/2005,20792
25/02/2005,20720
24/02/2005,20693
23/02/2005,20651
22/02/2005,20601
21/02/2005,20776
18/02/2005,20776
17/02/2005,20662
16/02/2005,20545
15/02/2005,20499
14/02/2005,20589
11/02/2005,20514
10/02/2005,20475
09/02/2005,20409
08/02/2005,20394
07/02/2005,20202
04/02/2005,20182
03/02/2005,20322
02/02/2005,20330
01/02/2005,20221
31/01/2005,20137
28/01/2005,20090
27/01/2005,20088
26/01/2005,20067
25/01/2005,19986
24/01/2005,19940
21/01/2005,19889
20/01/2005,19813
19/01/2005,19812
18/01/2005,19814
17/01/2005,19819
14/01/2005,19795
13/01/2005,19918
12/01/2005,19847
11/01/2005,19796
10/01/2005,19733
07/01/2005,19688
06/01/2005,19643
05/01/2005,19686
04/01/2005,19641
03/01/2005,19648
31/12/2004,19646
30/12/2004,19595
29/12/2004,19498
28/12/2004,19517
27/12/2004,19522
24/12/2004,19417
23/12/2004,19383
22/12/2004,19290
21/12/2004,19262
20/12/2004,19194
17/12/2004,19445
16/12/2004,19404
15/12/2004,19326
14/12/2004,19261
13/12/2004,19208
10/12/2004,19126
09/12/2004,19088
07/12/2004,19245
06/12/2004,19257
03/12/2004,19190
02/12/2004,19091
01/12/2004,19041
30/11/2004,18944
29/11/2004,18890
26/11/2004,18850
25/11/2004,18821
24/11/2004,18807
23/11/2004,18757
22/11/2004,18701
19/11/2004,18786
18/11/2004,18748
17/11/2004,18744
16/11/2004,18691
15/11/2004,18666
12/11/2004,18716
11/11/2004,18633
10/11/2004,18649
09/11/2004,18654
08/11/2004,18629
05/11/2004,18615
04/11/2004,18551
03/11/2004,18640
02/11/2004,18591
01/11/2004,18575
29/10/2004,18587
28/10/2004,18576
27/10/2004,18541
26/10/2004,18536
25/10/2004,18503
22/10/2004,18463
21/10/2004,18419
20/10/2004,18368
19/10/2004,18298
18/10/2004,18250
15/10/2004,18255
14/10/2004,18399
13/10/2004,18347
12/10/2004,18395
08/10/2004,18344
07/10/2004,18370
06/10/2004,18303
05/10/2004,18325
04/10/2004,18287
01/10/2004,18277
30/09/2004,18224
29/09/2004,18150
28/09/2004,18121
27/09/2004,18178
24/09/2004,18147
23/09/2004,18139
22/09/2004,18071
21/09/2004,18094
20/09/2004,18070
17/09/2004,18354
16/09/2004,18329
15/09/2004,18285
14/09/2004,18394
13/09/2004,18364
10/09/2004,18291
09/09/2004,18248
08/09/2004,18209
07/09/2004,18149
06/09/2004,18102
03/09/2004,18104
02/09/2004,18096
01/09/2004,18084
31/08/2004,18076
30/08/2004,18007
27/08/2004,17965
26/08/2004,17992
25/08/2004,17979
24/08/2004,17958
23/08/2004,17983
20/08/2004,17999
19/08/2004,18142
18/08/2004,18121
17/08/2004,18083
13/08/2004,18064
12/08/2004,18156
11/08/2004,18140
10/08/2004,18144
09/08/2004,18110
06/08/2004,18101
05/08/2004,18050
04/08/2004,18157
03/08/2004,18182
02/08/2004,18124
30/07/2004,18068
29/07/2004,18048
28/07/2004,18064
27/07/2004,18049
26/07/2004,18081
23/07/2004,18038
22/07/2004,18040
21/07/2004,18013
20/07/2004,18023
19/07/2004,18017
16/07/2004,18009
15/07/2004,18089
14/07/2004,18079
13/07/2004,18007
12/07/2004,17995
08/07/2004,17913
07/07/2004,17879
06/07/2004,17732
05/07/2004,17513
02/07/2004,17513
01/07/2004,17478
30/06/2004,17443
29/06/2004,17556
28/06/2004,17550
25/06/2004,17530
24/06/2004,17501
23/06/2004,17428
22/06/2004,17368
18/06/2004,17155
17/06/2004,17459
16/06/2004,17366
15/06/2004,17314
14/06/2004,17263
11/06/2004,17212
10/06/2004,17190
09/06/2004,17117
08/06/2004,17079
07/06/2004,17065
04/06/2004,17019
03/06/2004,16916
02/06/2004,16883
01/06/2004,16811
31/05/2004,16705
28/05/2004,16703
27/05/2004,16645
26/05/2004,16576
24/05/2004,16511
21/05/2004,16446
20/05/2004,16359
19/05/2004,16310
18/05/2004,16228
17/05/2004,16154
14/05/2004,16216
13/05/2004,16161
12/05/2004,16126
11/05/2004,16021
10/05/2004,15966
07/05/2004,16008
06/05/2004,16054
05/05/2004,16021
04/05/2004,15965
03/05/2004,15853
30/04/2004,15763
29/04/2004,15656
28/04/2004,15588
27/04/2004,15537
26/04/2004,15472
23/04/2004,15407
22/04/2004,15339
21/04/2004,15280
20/04/2004,15250
19/04/2004,15200
16/04/2004,15155
15/04/2004,15206
14/04/2004,15202
13/04/2004,15144
12/04/2004,15123
07/04/2004,15100
06/04/2004,15142
02/04/2004,15113
01/04/2004,15104
31/03/2004,15003
30/03/2004,14921
29/03/2004,14882
26/03/2004,14861
25/03/2004,14866
24/03/2004,14878
23/03/2004,11779
22/03/2004,11756
19/03/2004,11748
18/03/2004,12004
17/03/2004,12047
16/03/2004,12027
15/03/2004,11997
12/03/2004,12107
11/03/2004,12055
10/03/2004,12042
09/03/2004,12017
08/03/2004,15062
05/03/2004,15031
04/03/2004,15011
03/03/2004,15026
02/03/2004,15049
01/03/2004,15046
27/02/2004,15003
26/02/2004,15000
25/02/2004,14998
24/02/2004,14967
23/02/2004,14947
20/02/2004,14976
19/02/2004,14971
18/02/2004,14984
17/02/2004,14963
16/02/2004,15104
13/02/2004,15105
12/02/2004,15089
11/02/2004,15047
10/02/2004,15037
09/02/2004,14971
06/02/2004,15022
05/02/2004,15001
04/02/2004,14997
03/02/2004,14991
02/02/2004,14957
30/01/2004,14920
29/01/2004,14669
28/01/2004,14661
27/01/2004,14653
26/01/2004,14632
23/01/2004,14619
22/01/2004,14584
21/01/2004,14554
20/01/2004,14476
19/01/2004,14502
16/01/2004,14502
15/01/2004,14480
14/01/2004,14500
13/01/2004,14467
12/01/2004,14440
09/01/2004,14398
08/01/2004,14364
07/01/2004,14326
06/01/2004,14303
05/01/2004,14257
02/01/2004,14209
31/12/2003,14119
30/12/2003,14117
29/12/2003,14052
26/12/2003,14073
24/12/2003,14061
23/12/2003,14072
22/12/2003,14048
19/12/2003,13577
18/12/2003,13551
17/12/2003,13497
16/12/2003,13437
15/12/2003,13402
12/12/2003,13976
11/12/2003,13938
10/12/2003,13917
09/12/2003,13890
05/12/2003,13754
04/12/2003,13721
03/12/2003,13583
02/12/2003,13538
01/12/2003,13520
28/11/2003,13483
27/11/2003,13487
26/11/2003,13487
25/11/2003,13466
24/11/2003,13448
21/11/2003,13394
20/11/2003,13535
19/11/2003,13503
18/11/2003,13499
17/11/2003,13435
14/11/2003,13506
13/11/2003,13435
12/11/2003,13387
11/11/2003,13334
10/11/2003,13329
07/11/2003,12841
05/11/2003,12953
04/11/2003,12924
03/11/2003,12892
31/10/2003,12902
30/10/2003,12882
29/10/2003,12848
28/10/2003,12821
27/10/2003,12792
24/10/2003,12754
23/10/2003,13357
22/10/2003,13337
21/10/2003,13310
20/10/2003,13242
17/10/2003,13331
16/10/2003,13360
15/10/2003,13333
14/10/2003,13449
10/10/2003,13427
09/10/2003,13508
08/10/2003,13477
07/10/2003,13457
06/10/2003,13446
03/10/2003,13436
02/10/2003,13434
01/10/2003,13423
30/09/2003,13406
29/09/2003,13378
26/09/2003,13383
25/09/2003,13467
24/09/2003,13449
23/09/2003,13428
22/09/2003,10841
19/09/2003,10845
18/09/2003,10825
17/09/2003,10815
16/09/2003,10802
15/09/2003,10804
12/09/2003,10757
11/09/2003,10870
10/09/2003,13763
09/09/2003,13714
08/09/2003,13707
05/09/2003,13643
04/09/2003,13625
03/09/2003,13622
02/09/2003,13618
01/09/2003,13592
29/08/2003,13584
28/08/2003,13300
27/08/2003,13317
26/08/2003,13330
25/08/2003,13334
22/08/2003,13332
21/08/2003,13334
20/08/2003,13340
19/08/2003,13319
15/08/2003,13325
14/08/2003,13357
13/08/2003,13395
12/08/2003,13365
11/08/2003,13398
08/08/2003,13390
07/08/2003,13396
06/08/2003,13533
05/08/2003,13504
04/08/2003,13521
01/08/2003,13496
31/07/2003,13484
30/07/2003,13518
29/07/2003,13552
28/07/2003,12490
25/07/2003,12467
24/07/2003,12424
23/07/2003,12376
22/07/2003,12357
21/07/2003,12321
18/07/2003,12300
17/07/2003,12267
16/07/2003,13251
15/07/2003,13197
14/07/2003,13167
11/07/2003,13137
10/07/2003,13101
08/07/2003,13071
07/07/2003,13036
04/07/2003,12973
03/07/2003,12244
02/07/2003,12239
01/07/2003,12201
30/06/2003,12183
27/06/2003,12229
26/06/2003,12237
25/06/2003,12173
24/06/2003,12136
23/06/2003,11735
20/06/2003,11650
19/06/2003,11637
18/06/2003,11628
17/06/2003,11552
13/06/2003,11452
12/06/2003,12021
11/06/2003,11853
10/06/2003,11823
09/06/2003,11734
06/06/2003,11656
05/06/2003,11614
04/06/2003,11638
03/06/2003,11601
02/06/2003,11547
30/05/2003,11374
29/05/2003,11087
28/05/2003,11048
27/05/2003,11052
26/05/2003,11048
23/05/2003,11045
22/05/2003,11008
21/05/2003,10988
20/05/2003,10971
19/05/2003,10881
16/05/2003,10898
15/05/2003,10755
14/05/2003,10735
13/05/2003,11465
12/05/2003,11354
09/05/2003,11292
08/05/2003,11135
07/05/2003,10996
06/05/2003,11260
05/05/2003,11182
02/05/2003,11102
30/04/2003,10971
29/04/2003,10948
28/04/2003,10891
25/04/2003,10867
24/04/2003,10609
23/04/2003,10595
22/04/2003,10541
21/04/2003,10502
16/04/2003,10484
15/04/2003,10477
14/04/2003,10472
11/04/2003,10472
10/04/2003,10448
09/04/2003,10514
08/04/2003,10506
07/04/2003,10519
04/04/2003,10547
03/04/2003,10540
02/04/2003,10515
01/04/2003,10513
28/03/2003,10517
27/03/2003,10576
26/03/2003,10555
25/03/2003,10533
24/03/2003,10496
21/03/2003,10507
20/03/2003,10513
19/03/2003,10176
18/03/2003,10224
17/03/2003,10209
14/03/2003,10326
13/03/2003,10312
12/03/2003,10312
11/03/2003,10310
10/03/2003,10304
07/03/2003,10279
06/03/2003,10276
05/03/2003,10266
04/03/2003,10263
03/03/2003,10256
28/02/2003,10289
27/02/2003,10295
26/02/2003,10300
25/02/2003,10274
24/02/2003,10251
21/02/2003,10247
20/02/2003,10209
19/02/2003,10194
18/02/2003,9434
17/02/2003,9439
14/02/2003,9440
13/02/2003,9291
12/02/2003,9236
11/02/2003,9256
10/02/2003,9232
07/02/2003,9210
06/02/2003,9320
05/02/2003,9306
04/02/2003,9290
03/02/2003,9308
31/01/2003,9326
30/01/2003,9334
29/01/2003,9330
28/01/2003,9264
27/01/2003,9262
24/01/2003,8245
23/01/2003,8267
22/01/2003,9831
21/01/2003,9815
20/01/2003,9752
17/01/2003,9751
16/01/2003,10746
15/01/2003,10730
14/01/2003,10693
13/01/2003,10664
10/01/2003,10645
09/01/2003,10663
08/01/2003,10652
07/01/2003,10605
06/01/2003,10564
03/01/2003,10505
02/01/2003,10501
